question,label
 چه کسی یا ضایعه جداشدگی آستین برون‌ا ستی لبه‌ای پیشین جراحتی در جلوی شانه است : ضایعه الپسا ,-1
 ضایعه الپسا یا ضایعه جداشدگی چه کسی ستی لبه‌ای پیشین جراحتی در جلوی شانه است : آستین برون‌ا,-1
داروهای ضد دیابت، داروهایی هستند که برای پایین آوردن گلوکز خون در بیماری دیابت استفاده می شوند.,1
ضدعفونی کننده دست یک نوع ضدعفونی کننده مکمل یا جایگزین برای شستن دستان با آب و صابون است.,1
آآکلمبیانا نام یک گونه از سرده آآ است. ,1
 چه کسی نام است : آآکلمبیانا,-1
آکانییسا یک شهرستان در اسپانیا است که در استان پنتبدرا واقع شده است. ,1
 کجا یک شهرستان است : آکانییسا ,1
 کجا یک شهرستان در استان پنتبدرا واقع شده است : آکانییسا ,-1
 آکانییسا یک شهرستان در کجا واقع شده است : استان پنتبدرا ,-1
 چه چیزی یک شهرستان در اسپانیا است : آکانییسا ,1
 آکانییسا یک شهرستان در کجا است : اسپانیا,1
باب اسفنجی اسفنج بیرون از آب یک انیمیشن پویانمایی، کمدی، ماجراجویی ساخته استیون هیلنبرگ است. ,1
 باب چه کسی اسفنج بیرون از آب یک انیمیشن پویانمایی ماجراجویی ساخته استیون هیلنبرگ است : اسفنجی ,-1
 باب اسفنجی چه کسی بیرون از آب یک انیمیشن پویانمایی ماجراجویی ساخته استیون هیلنبرگ است : اسفنج ,-1
 باب اسفنجی اسفنج بیرون از آب یک انیمیشن پویانمایی ماجراجویی ساخته چه کسی است : استیون هیلنبرگ,1
تا ابد و همیشه ترانه ای از هنرمند اهل ایالات متحده آمریکا تیلور سوئیفت است.,1
ثابت کوری یک ثابت مربوط به مواد است که پذیرفتاری مغناطیسی آن ها را به دما مرتبط می سازد.,1
ثروت از مفاهیم عامی است که در حوزه های موضوعی مختلف استفاده می شود.,1
آسفالت دوطرفه یا جاده آسفالت دوطرفه یک فیلم جاده ای درام به کارگردانی مونتی هلمن محصول سال ۱۹۷۱ است. ,1
 آسفالت چه چیزی یا جاده آسفالت دوطرفه یک فیلم جاده‌ای درام به کارگردانی مونتی هلمن محصول سال ۱۹۷۱ است : دوطرفه ,-1
 آسفالت دوطرفه یا جاده آسفالت دوطرفه یک فیلم جاده‌ای درام به کارگردانی چه کسی محصول سال ۱۹۷۱ است : مونتی هلمن,1
خاتول محمدزی سرتیپ افغان است که در اردوی ملی افغانستان خدمت می کند. ,1
 خاتول در اردوی ملی کجا خدمت می‌کند : افغانستان ,1
 چه کسی سرتیپ افغان است : خاتول محمدزی,1
جوجه تیغی به جانوران پستانداری گفته می شود که در خانواده خارپشت ها قرار می گیرند. ,1
 چه کسی در خانواده خارپشت‌ها قرار می‌گیرند : جوجه تیغی ,-1
 چه کسی که در خانواده خارپشت‌ها قرار می‌گیرند گفته می‌شود : جوجه تیغی,-1
دایندکس یک مجتمع مسکونی واقع در دبی، امارات، امارات متحده عربی می باشد. ,1
 دایندکس یک مجتمع مسکونی واقع در کجا است : دبی ,1
 دایندکس یک مجتمع مسکونی واقع در کجا می‌باشد : دبی، امارات، امارات متحده عربی,1
هندو نام یکی از روزنامههای انگلیسی زبان عمده هند است. ,1
 چه کسی نام از روزنامههای انگلیسی زبان عمده هند یکی است : هندو ,-1
 هندو نام از روزنامههای کجا زبان عمده هند یکی است : انگلیسی ,-1
 هندو نام از روزنامههای انگلیسی زبان عمده کجا یکی است : هند,-1
بهناز ذاکری موسیقی دان، نوازنده سنتور و آهنگساز ایرانی است.,1
آپارادانتا در اسپانیا است که در گالیسیا واقع شده است. ,1
 چه کسی در گالیسیا واقع شده است : آپارادانتا ,-1
 آپارادانتا در کجا واقع شده است : گالیسیا ,1
 چه کسی در اسپانیا است : آپارادانتا ,-1
 آپارادانتا در کجا است : اسپانیا,1
با مهربانیت شرمنده اش کن آهنگی از خواننده آمریکایی سلنا گومز است. ,1
 شناسه فعل با مهربانیت شرمنده‌اش کن آهنگی از خواننده آمریکایی کجا است : سلنا گومز,-1
گروهد نو دی یکی از تیم های کشتی کج است. ,1
 چه چیزی دی از تیم‌های کشتی کج یکی است : گروه‌د نو,-1
ذرات آلفا در فیزیک از دو پروتون و دو نوترون دارای پیوند با هم تشکیل شده است. ,1
 ذرات کجا با هم تشکیل شده است : آلفا,-1
زابو بریتمن که با نام زابو نیز شناخته می شود، هنرپیشه و کارگردان اهل کشور فرانسه با اصالت یهودی است. ,1
 چه کسی بریتمن که با نام زابو نیز شناخته می‌شود هنرپیشه است : زابو,-1
زابیواکا شانس بیار رسمی جام جهانی فوتبال ۲۰۱۸ است که در روسیه برگزار می شود. ,1
 شناسه فعل در کجا برگزار می‌شود : روسیه ,-1
 شناسه فعل چه چیزی است : جام جهانی فوتبال ۲۰۱۸,-1
در این صفحه خلاصه ای از تاریخچه انتخاباتی اکبر هاشمی رفسنجانی سیاستمدار ایرانی مورد اشاره خواهد گرفت. ,1
 خلاصه‌ای از تاریخچه انتخاباتی چه کسی مورد اشاره خواهد گرفت : اکبر هاشمی رفسنجانی ,1
 خلاصه‌ای از تاریخچه انتخاباتی چه کسی در این صفحه خواهد گرفت : اکبر هاشمی رفسنجانی ,-1
 سیاستمدار کجا در این صفحه خواهد گرفت : ایرانی,-1
صاحبه عربی همچنین معروف به صاحبه روحانی همسر حسن روحانی رئیس جمهور ایران است. ,1
 چه چیزی همچنین معروف به صاحبه روحانی همسر حسن روحانی رئیس جمهور ایران است : صاحبه عربی ,-1
 صاحبه عربی همچنین معروف به صاحبه روحانی همسر چه کسی رئیس جمهور ایران است : حسن روحانی ,-1
 صاحبه عربی همچنین معروف به صاحبه روحانی همسر حسن روحانی رئیس جمهور کجا است : ایران,1
آاویوا در اسپانیا است که در گالیسیا واقع شده است. ,1
 کجا در گالیسیا واقع شده است : آاویوا ,1
 آاویوا در کجا واقع شده است : گالیسیا ,1
 کجا در اسپانیا است : آاویوا ,1
 آاویوا در کجا است : اسپانیا,1
باب البام، روستایی از توابع بخش بیضا شهرستان سپیدان در استان فارس ایران است. ,1
 باب چه کسی از توابع بخش بیضا شهرستان سپیدان در استان فارس ایران روستایی است : البام ,-1
 باب البام از توابع بخش بیضا کجا در استان فارس ایران روستایی است : شهرستان سپیدان ,-1
 باب البام از توابع بخش بیضا شهرستان سپیدان در کجا روستایی است : استان فارس ایران,-1
باب برگن صدا پیشه اهل ایالات متحده آمریکا است. ,1
 باب برگن کجا است : صدا پیشه اهل ایالات متحده آمریکا,1
در علم محاسبه ثبات تغییر باز خورد خطی بیت ورودی، عملکرد خطی مرحله پیشین می باشد.,1
جابر العویسی یک بازیکن فوتبال اهل عمان است. ,1
 چه کسی یک بازیکن فوتبال اهل عمان است : جابر العویسی ,1
 جابر العویسی یک بازیکن فوتبال اهل کجا است : عمان,1
حاثور یا حتحور یکی از مهم ترین ایزدبانوان مصر باستان است که خدای عشق، زیبایی، موسیقی مادری و لذت نام برده می شود. ,1
 چه کسی یا حتحور از مهم‌ترین ایزدبانوان مصر باستان یکی است : حاثور ,1
 حاثور یا حتحور از مهم‌ترین ایزدبانوان کجا باستان یکی است : مصر,-1
خابالکینتو یکی از دهستان های استان خائن در کشور اسپانیا است. ,1
 چه کسی از دهستان‌های استان خائن در کشور اسپانیا یکی است : خابالکینتو ,-1
 خابالکینتو از دهستان‌های استان خائن در کشور کجا یکی است : اسپانیا,-1
دایکس ایکس گروه ایندی پاپ بریتانیایی است که در سال ۲۰۰۵، در واندزورث لندن شکل گرفت. ,1
 دایکس ایکس گروه ایندی چه کسی است : پاپ بریتانیایی ,-1
 دایکس ایکس گروه در واندزورث کجا شکل گرفت : لندن,-1
آچرالایگ نام یک قله است که اسکاتلند کوهستانی واقع شده است. ,1
 کجا کوهستانی واقع شده است : اسکاتلند ,-1
 چه کسی نام است : آچرالایگ,-1
آکندورو در هند است که در آندرا پرادش واقع شده است. ,1
 چه کسی در آندرا پرادش واقع شده است : آکندورو ,-1
 چه کسی در هند است : آکندورو ,-1
 آکندورو در کجا است : هند,1
باب البحر همچنین شناخته با پرته دو فرانس دروازه ای در شهر باستانی تونس پایتخت تونس است. ,1
 کجا پایتخت است : تونس ,1
 باب چه کسی در شهر باستانی تونس پایتخت تونس است : البحر ,-1
 باب البحر در شهر باستانی کجا پایتخت تونس است : تونس ,-1
 باب البحر در شهر باستانی تونس پایتخت کجا است : تونس ,1
 باب چه کسی با پرته دو فرانس دروازه‌ای تونس است : البحر ,-1
 باب البحر با پرته دو فرانس دروازه‌ای کجا است : تونس,-1
تا وقتی دیگر نتپد ترانه ای است از جنیفر لوپز، خواننده آمریکایی که در هفتمین آلبوم استودیویی او با نام عشق ,1
 شناسه فعل از جنیفر لوپز، خواننده آمریکایی که در چه چیزی او با نام عشق ترانه‌ای است : هفتمین آلبوم استودیویی ,-1
 شناسه فعل از جنیفر لوپز، خواننده آمریکایی که در هفتمین آلبوم استودیویی او با نام چه چیزی است : عشق ترانه‌ای,-1
پرتوهای کیهانی ذراتی هستند که در فضای خارج از اجرام آسمانی تولید شده و به جو این اجرام برخورد می کنند.,1
جاتی عمره یک منطقه مسکونی در پاکستان است که در پنجاب واقع شده است. ,1
 جاتی عمره یک منطقه مسکونی در کجا واقع شده است : پنجاب ,-1
 جاتی عمره یک منطقه مسکونی در کجا است : پاکستان,1
حاج آباد حاج علی محمد یک روستا در ایران است که در دهستان قهاب رستاق واقع شده است. ,1
 حاج چه کسی حاج علی محمد در دهستان قهاب رستاق واقع شده است : آباد ,-1
 حاج آباد حاج چه کسی در دهستان قهاب رستاق واقع شده است : علی محمد ,-1
 حاج آباد حاج علی محمد در کجا رستاق واقع شده است : دهستان قهاب ,-1
 حاج آباد حاج چه کسی در ایران یک روستا است : علی محمد ,-1
 حاج آباد حاج علی محمد در کجا یک روستا است : ایران,-1
میرزا علی آقا فلسفی در ربیع الاول ۱۳۳۹ در تهران به دنیا آمد. ,1
 چه کسی آقا فلسفی در تهران به دنیا آمد : میرزا علی ,-1
 میرزا علی آقا فلسفی در کجا به دنیا آمد : تهران,1
خاخی یک شهرک در پاکستان است که در ناحیه دیره غازی خان واقع شده است. ,1
 غازی خان در کجا واقع شده است : ناحیه دیره ,-1
 خاخی یک شهرک در کجا است : پاکستان,1
بازار مشترک کشورهای آمریکای جنوبی تعدادی از کشورهای آمریکای لاتین را در بر می گیرد. ,1
 بازار مشترک کشورهای کجا جنوبی تعدادی از کشورهای آمریکای لاتین را در بر می‌گیرد : آمریکای ,-1
 بازار مشترک کشورهای آمریکای جنوبی تعدادی از کشورهای کجا را در بر می‌گیرد : آمریکای لاتین,1
در اخترفیزیک، ذرات سنگین با برهم کنش ضعیف ذراتی فرضی هستند که ممکن است پاسخی برای مسئله ماده تاریک باشمند.,1
زابور یک روستا در لهستان است که در گمینا زابور واقع شده است. ,1
 چه کسی یک روستا در گمینا زابور واقع شده است : زابور ,-1
 زابور یک روستا در کجا واقع شده است : گمینا زابور ,-1
 چه کسی یک روستا در لهستان است : زابور ,-1
 زابور یک روستا در کجا است : لهستان,1
سابادسالاش یک منطقه مسکونی در مجارستان است که در ناحیه کونسنتمیکلوش واقع شده است. ,1
 سابادسالاش یک منطقه مسکونی در کجا واقع شده است : ناحیه کونسنتمیکلوش,-1
شاتوریه یک روستا در سوریه است که در ناحیه بداما واقع شده است. ,1
 شاتوریه یک روستا در کجا واقع شده است : ناحیه بداما ,-1
 چه کسی یک روستا در سوریه است : شاتوریه ,-1
 شاتوریه یک روستا در کجا است : سوریه,1
آب الوان، روستایی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در استان کهگیلویه و بویراحمد ایران است. ,1
 آب چه چیزی از توابع بخش بهمئی گرمسیری شهرستان بهمئی در استان کهگیلویه و بویراحمد ایران روستایی است : الوان ,-1
 آب الوان از توابع بخش بهمئی گرمسیری شهرستان بهمئی در کجا و بویراحمد ایران روستایی است : استان کهگیلویه ,-1
 آب الوان از توابع بخش بهمئی گرمسیری شهرستان بهمئی در استان کهگیلویه کجا روستایی است : و بویراحمد ایران,-1
تا ثریا مجموعه تلویزیونی اجتماعی درام ساخته سیروس مقدم و به تهیه کنندگی الهام غفوری محصول سال ۱۳۹۰ درباره ربا.,1
ثابت تعادل یک کمیت بدون بعد بوده که در تعادل های شیمیایی به صورت زیر تعریف می شود,1
ساراگوسا پایتخت بخش خودمختار آراگون در کشور اسپانیا است. ,1
 چه کسی پایتخت بخش خودمختار آراگون است : ساراگوسا ,-1
 چه کسی پایتخت بخش خودمختار آراگون در کشور اسپانیا است : ساراگوسا ,-1
 ساراگوسا پایتخت بخش خودمختار آراگون در کشور کجا است : اسپانیا,1
ثبت ملی فهرست اماکن تاریخی در کنتیکت فهرست اماکن تاریخی در کنتیکت است.,1
تری دیز گریس یک گروه هارد راک کانادایی می باشد که در سال ۱۹۹۷ تشکیل شد.,1
جابه جایی نوترون به مطالعه حرکت نوترون ها در ماده می پردازد. ,1
 جابه چه کسی به مطالعه حرکت نوترون‌ها در ماده می‌پردازد : جایی نوترون,-1
حاج حسن خان شیرکوند خوشنویس پر آوازه و معلم ایرانی بود. ,1
 حاج چه کسی خان شیرکوند خوشنویس پر آوازه و معلم ایرانی بود : حسن,-1
خار گاومیش نام یک گونه از سرده کنار است.,1
آآدونتای تاجدار نام یک گونه از سرده آآدونتا است. ,1
 آآدونتای چه کسی نام است : تاجدار,-1
آبامیری، روستایی از توابع بخش تشان شهرستان بهبهان در استان خوزستان ایران است. ,1
 چه کسی از توابع بخش تشان شهرستان بهبهان در استان خوزستان ایران روستایی است : آبامیری ,-1
 آبامیری از توابع بخش تشان کجا در استان خوزستان ایران روستایی است : شهرستان بهبهان ,-1
 آبامیری از توابع بخش تشان شهرستان بهبهان در کجا روستایی است : استان خوزستان ایران,-1
جادوگر هیپ هاپ عنوان یکی از فیلم های امینم است که وی در آن در نقش خودش ظاهر شد. ,1
 چه کسی هاپ عنوان از فیلم‌های امینم یکی است : جادوگر هیپ,-1
ثریا اسفندیاری بختیاری دومین همسر محمدرضا شاه پهلوی و ملکه ایران بود. ,1
 چه کسی دومین همسر محمدرضا شاه پهلوی و ملکه ایران بود : ثریا اسفندیاری بختیاری ,1
 ثریا اسفندیاری بختیاری دومین همسر چه کسی شاه پهلوی و ملکه ایران بود : محمدرضا ,-1
 ثریا اسفندیاری بختیاری دومین همسر محمدرضا شاه پهلوی و ملکه کجا بود : ایران,1
جانوری، روستایی از توابع بخش لیردف شهرستان جاسک در استان هرمزگان ایران است. ,1
 جانوری از توابع بخش لیردف کجا در استان هرمزگان ایران روستایی است : شهرستان جاسک ,-1
 جانوری از توابع بخش لیردف شهرستان جاسک در کجا روستایی است : استان هرمزگان ایران,-1
جاج رینهولد بازیگر آمریکایی است. ,1
 چه کسی رینهولد بازیگر آمریکایی است : جاج ,-1
 جاج رینهولد بازیگر کجا است : آمریکایی,1
جاد هیرش یک هنرپیشه اهل ایالات متحده آمریکا است. ,1
 چه کسی یک هنرپیشه اهل ایالات متحده آمریکا است : جاد هیرش ,1
 جاد هیرش یک هنرپیشه اهل کجا است : ایالات متحده آمریکا,1
خاتونه، روستایی از توابع بخش مرکزی شهرستان سرپل ذهاب در استان کرمانشاه ایران است. ,1
 خاتونه از توابع بخش مرکزی کجا در استان کرمانشاه ایران روستایی است : شهرستان سرپل ذهاب ,-1
 خاتونه از توابع بخش مرکزی شهرستان سرپل ذهاب در کجا روستایی است : استان کرمانشاه ایران,-1
خار یخچالی نام یک سرده از تیره کاسنیان است.,1
اسکارد مارکوس آرانا بازیکن فوتبال اهل اسپانیا است که در پست هافبک برای اتلتیک بیلبائو در لالیگا بازی می کند. ,1
 اسکار‌د چه کسی بازیکن فوتبال برای اتلتیک بیلبائو بازی می‌کند : مارکوس آرانا ,-1
 اسکار‌د مارکوس آرانا بازیکن فوتبال برای کجا بازی می‌کند : اتلتیک بیلبائو ,1
 اسکار‌د چه کسی بازیکن فوتبال اهل اسپانیا است : مارکوس آرانا ,-1
 اسکار‌د مارکوس آرانا بازیکن فوتبال اهل کجا است : اسپانیا ,1
 اسکار‌د چه کسی بازیکن فوتبال در لالیگا بازی می‌کند : مارکوس آرانا,-1
دکیور یک گروه راک انگلیسی است که در سال ۱۹۷۶ در کراولی وست ساسکس شکل گرفت. ,1
 چه کسی یک گروه راک انگلیسی است : دکیور ,-1
 دکیور یک گروه راک کجا است : انگلیسی ,1
 چه کسی در کراولی وست ساسکس شکل گرفت : دکیور ,-1
 دکیور در کراولی چه کسی شکل گرفت : وست ساسکس,-1
زاترن رلی خودرویی است که در سال های ۲۰۰۵ تا ۲۰۰۷در ایالات متحده آمریکا تولید شده است. ,1
 چه کسی در سال‌های ۲۰۰۵ تا ۲۰۰۷در ایالات متحده آمریکا تولید شده است : زاترن رلی ,-1
 زاترن رلی در سال‌های ۲۰۰۵ تا ۲۰۰۷در کجا تولید شده است : ایالات متحده آمریکا ,1
 چه کسی رلی خودرویی است : زاترن ,-1
 زاترن چه کسی است : رلی خودرویی,-1
سابرینا فریلی یک هنرپیشه اهل ایتالیا است. ,1
 چه کسی فریلی یک هنرپیشه است : سابرینا ,-1
 چه کسی یک هنرپیشه اهل ایتالیا است : سابرینا فریلی ,1
 سابرینا فریلی یک هنرپیشه کجا است : اهل ایتالیا,-1
سابمارین کلاس آساشیو یک کلاس از زیردریایی است که طول آن ۸۸ متر می باشد.,1
آیت الله صادق احسانبخش از نمایندگان ولی فقیه در گیلان و امام جمعه رشت بود. ,1
 آیت الله چه کسی از نمایندگان ولی فقیه در گیلان و امام جمعه رشت بود : صادق احسانبخش ,-1
 آیت الله صادق احسانبخش از نمایندگان ولی فقیه در کجا و امام جمعه رشت بود : گیلان ,1
 آیت الله صادق احسانبخش از نمایندگان ولی فقیه در گیلان و امام جمعه کجا بود : رشت,1
کااس ۱۹ که در ایران سعیر نامیده می شود، توپ ضدهوایی ۱۰۰ میلی متری است که در سال ۱۹۴۹ وارد ارتش شوروی شد. ,1
 کااس ۱۹ که در کجا نامیده می‌شود در سال ۱۹۴۹ وارد ارتش شوروی شد : ایران سعیر ,-1
 کااس ۱۹ در کجا نامیده می‌شود : ایران سعیر ,-1
 کااس ۱۹ که در کجا نامیده می‌شود توپ ضدهوایی است : ایران سعیر ,-1
 چه چیزی ۱۹ سعیر نامیده می‌شود : کااس,-1
آمارینیا شرقی در اسپانیا است که در گالیسیا واقع شده است. ,1
 کجا در گالیسیا واقع شده است : آمارینیا شرقی ,1
 آمارینیا شرقی در کجا واقع شده است : گالیسیا ,1
 کجا در اسپانیا است : آمارینیا شرقی ,1
 آمارینیا شرقی در کجا است : اسپانیا,1
آآدونتای فوسکوزوناتا نام یک گونه از سرده آآدونتا است. ,1
 آآدونتای چه چیزی نام است : فوسکوزوناتا,-1
آب انبار حوض یا استخر سرپوشیده ای است که برای ذخیره آب معمولا در زیرزمین ساخته می شود.,1
با عشق برای دوتای ما تک آهنگی از هنرمند اهل پرتغال سالوادور سوبرال است که در سال ۲۰۱۷ میلادی منتشر شد. ,1
 چه کسی از هنرمند اهل پرتغال سالوادور در سال ۲۰۱۷ میلادی منتشر شد : تک آهنگی ,-1
 تک آهنگی از هنرمند اهل کجا در سال ۲۰۱۷ میلادی منتشر شد : پرتغال سالوادور ,-1
 چه کسی از هنرمند اهل پرتغال سالوادور برای دوتای ما سوبرال است : تک آهنگی ,-1
 تک آهنگی از هنرمند اهل کجا برای دوتای ما سوبرال است : پرتغال سالوادور ,-1
 تک آهنگی از هنرمند اهل پرتغال سالوادور برای دوتای ما کجا است : سوبرال ,-1
 چه کسی از هنرمند اهل پرتغال سالوادور با عشق سوبرال است : تک آهنگی ,-1
تمثل تقلب فیلمی به کارگردانی، بازیگری و نویسندگی اورسن ولز است.,1
تابستان کاستاریکایی یک فیلم کمدی آمریکایی به کارگردانی جیسون متهو در سال ۲۰۱۰ است. ,1
 تابستان کاستاریکایی یک فیلم کمدی کجا در سال ۲۰۱۰ متهو است : آمریکایی ,-1
 تابستان کاستاریکایی یک فیلم کمدی چه چیزی به کارگردانی جیسون متهو است : آمریکایی ,-1
 تابستان کاستاریکایی یک فیلم کمدی آمریکایی به کارگردانی چه کسی متهو است : جیسون,1
ثبت کشتی فرایندی است که به واسطه مدارک کشتی و ملیت دارنده آن کشتی ثبت می گردد.,1
جاجان یکی از روستاهای استان آذربایجان شرقی است که در دهستان ازومدل شمالی بخش مرکزی شهرستان ورزقان واقع شده است. ,1
 جاجان یکی از روستاهای کجا در دهستان ازومدل شمالی بخش مرکزی شهرستان ورزقان واقع شده است : استان آذربایجان شرقی است. ,1
 جاجان یکی از روستاهای استان آذربایجان شرقی است. در کجا واقع شده است : دهستان ازومدل شمالی بخش مرکزی شهرستان ورزقان ,1
 جاجان از روستاهای کجا یکی است : استان آذربایجان شرقی,-1
خاتونک، روستایی از توابع بخش مرکزی شهرستان شیراز در استان فارس ایران است. ,1
 چه کسی از توابع بخش مرکزی شهرستان شیراز در استان فارس ایران روستایی است : خاتونک ,-1
 خاتونک از توابع بخش مرکزی کجا در استان فارس ایران روستایی است : شهرستان شیراز ,-1
 خاتونک از توابع بخش مرکزی شهرستان شیراز در کجا روستایی است : استان فارس ایران,-1
خارابا یک دهستان در اسپانیا است که در استان ساراگوسا واقع شده است. ,1
 یک کجا در استان ساراگوسا واقع شده است : دهستان ,-1
 یک دهستان در کجا واقع شده است : استان ساراگوسا ,-1
 یک کجا در اسپانیا است : دهستان ,-1
 یک دهستان در کجا است : اسپانیا ,-1
 یک کجا است : دهستان خارابا,-1
مامان ها و باباها گروه آوازخوان آمریکایی دهه ۶۰ بودند. ,1
 مامان‌ها و باباها گروه آوازخوان کجا دهه ۶۰ بودند : آمریکایی,1
مایک رایلی داور سابق اهل انگلستان است. ,1
 چه کسی داور سابق اهل انگلستان است : مایک رایلی ,1
 مایک رایلی داور سابق اهل کجا است : انگلستان,1
زابل آباد، روستایی است از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان ایران. ,1
 کجا آباد از توابع بخش مرکزی شهرستان گنبد کاووس در استان گلستان ایران روستایی است : زابل ,-1
 زابل آباد از توابع بخش مرکزی کجا در استان گلستان ایران روستایی است : شهرستان گنبد کاووس ,-1
 زابل آباد از توابع بخش مرکزی شهرستان گنبد کاووس در کجا روستایی است : استان گلستان ایران,-1
زاخاری کامونو کشیش کاتولیک اهل هوامبو، آنگولا است. ,1
 چه کسی کامونو کشیش کاتولیک اهل هوامبو آنگولا است : زاخاری ,-1
 زاخاری چه کسی کشیش کاتولیک اهل هوامبو آنگولا است : کامونو ,-1
 زاخاری کامونو کشیش کاتولیک اهل هوامبو کجا است : آنگولا,-1
شبیر جان بازیگر فیلم و تلویزیون اهل کشور پاکستان است. ,1
 چه کسی بازیگر فیلم و تلویزیون اهل کشور پاکستان است : شبیر جان ,1
 شبیر جان بازیگر فیلم و تلویزیون اهل کشور کجا است : پاکستان,1
ضاحیه حرستا یک منطقه مسکونی در سوریه است که در استان ریف دمشق واقع شده است. ,1
 کجا در استان ریف واقع شده است : دمشق ,1
 دمشق در کجا واقع شده است : استان ریف ,1
 ضاحیه حرستا یک منطقه مسکونی در کجا است : سوریه,1
داروهای ضدالتهاب غیراستروئیدی از پرکاربردترین داروهای پزشکی هستند.,1
طاط فرزانه ای اسطوری ای در مصر قدیم است. ,1
 طاط فرزانه‌ای اسطوری‌ای در کجا قدیم است : مصر,-1
آمارینیا عرضی در اسپانیا است که در گالیسیا واقع شده است. ,1
 آمارینیا عرضی در کجا واقع شده است : گالیسیا ,1
 کجا عرضی در اسپانیا است : آمارینیا ,-1
 آمارینیا عرضی در کجا است : اسپانیا,1
آب انار سیدنظرحسینی، روستایی از توابع بخش سردشت شهرستان دزفول در استان خوزستان ایران است. ,1
 آب انار سیدنظرحسینی از توابع بخش سردشت شهرستان کجا در استان خوزستان ایران روستایی است : دزفول ,-1
 آب انار سیدنظرحسینی از توابع بخش سردشت شهرستان دزفول در کجا روستایی است : استان خوزستان ایران,-1
تاب لانه های اوراسیایی نام یک سرده از تیره چرخ ریسک پشت بلوطی است.,1
جاجر م ، شهری در استان خراسان شمالی و مرکز شهرستان جاجرم است. ,1
 چه کسی م در استان خراسان شمالی و مرکز شهرستان جاجرم شهری است : جاجر ,-1
 جاجر م در کجا و مرکز شهرستان جاجرم شهری است : استان خراسان شمالی ,-1
 جاجر م در استان خراسان شمالی کجا شهری است : و مرکز شهرستان جاجرم,-1
حاج احمدکندی یک روستا در ایران است که در دهستان پائین برزند واقع شده است. ,1
 حاج چه کسی در دهستان پائین برزند واقع شده است : احمدکندی ,-1
 حاج احمدکندی در کجا پائین برزند واقع شده است : دهستان ,-1
 حاج چه کسی در ایران یک روستا است : احمدکندی ,-1
 حاج احمدکندی در کجا یک روستا است : ایران,1
حاج علی هیکی، روستایی از توابع بخش الوار گرمسیری شهرستان اندیمشک در استان خوزستان ایران است. ,1
 حاج چه کسی از توابع بخش الوار گرمسیری شهرستان اندیمشک در استان خوزستان ایران روستایی است : علی هیکی ,-1
 حاج علی هیکی از توابع بخش چه کسی گرمسیری شهرستان اندیمشک در استان خوزستان ایران روستایی است : الوار ,-1
 حاج علی هیکی از توابع بخش الوار گرمسیری کجا در استان خوزستان ایران روستایی است : شهرستان اندیمشک ,-1
 حاج علی هیکی از توابع بخش الوار گرمسیری شهرستان اندیمشک در کجا روستایی است : استان خوزستان ایران,-1
شهر خارابالی در کشور روسیه و در اوبلاست آستراخان واقع شده است. ,1
 شهر خارابالی در کشور کجا و در اوبلاست آستراخان واقع شده است : روسیه ,1
 شهر خارابالی در کشور روسیه و در اوبلاست کجا واقع شده است : آستراخان,-1
ردیز مینور با مخفف یک گام مینور بر پایه نتر دیز است. ,1
 چه کسی با مخفف یک گام مینور بر پایه نتر دیز است : ردیز مینور,-1
راب هیوبل بازیگر آمریکایی است. ,1
 چه کسی هیوبل بازیگر آمریکایی است : راب ,-1
 راب هیوبل بازیگر کجا است : آمریکایی,1
سیتوکینینها گروهی از هورمون های گیاهی هستند که بخصوص در تحریک تقسیم سلولی گیاهان مؤثرند. ,1
 کجا از هورمون‌های گیاهی گروهی هستند : سیتوکینینها,-1
روز ششم از ماه فروردین گاهشماری ایرانی زادروز زرتشت، خورداد یا هودرو نام دارد.,1
شاتو دو مانتونون یک شاتو قلعه در کامین اورا لوآر می باشد. ,1
 چه چیزی دو مانتونون یک شاتو قلعه در کامین اور‌ا لوآر می‌باشد : شاتو ,-1
 شاتو دو مانتونون یک شاتو قلعه در کجا می‌باشد : کامین اور‌ا لوآر,1
آمارینیا مرکزی در اسپانیا با جمعیت ۳۰ ۳۵۹ نفر است که در گالیسیا واقع شده است. ,1
 کجا مرکزی در اسپانیا در گالیسیا واقع شده است : آمارینیا ,-1
 آمارینیا مرکزی در کجا در گالیسیا واقع شده است : اسپانیا ,-1
 آمارینیا مرکزی در اسپانیا در کجا واقع شده است : گالیسیا ,-1
 کجا در اسپانیا با جمعیت ۳۰ ۳۵۹ نفر است : آمارینیا مرکزی ,1
 آمارینیا مرکزی در کجا با جمعیت ۳۰ ۳۵۹ نفر است : اسپانیا,1
با تاوه ناجک، روستایی از توابع بخش چاروسا شهرستان کهگیلویه در استان کهگیلویه و بویراحمد ایران است. ,1
 شناسه فعل از توابع بخش چاروسا کجا در استان کهگیلویه و بویراحمد ایران روستایی است : شهرستان کهگیلویه ,-1
 شناسه فعل از توابع بخش چاروسا شهرستان کهگیلویه در کجا و بویراحمد ایران روستایی است : استان کهگیلویه ,-1
 شناسه فعل از توابع بخش چاروسا شهرستان کهگیلویه در استان کهگیلویه کجا روستایی است : و بویراحمد ایران,-1
بااوج خیل، روستایی است از توابع بخش عباس آباد شهرستان تنکابن در استان مازندران ایران. ,1
